"","X","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag"
"1597",1608,"X",16807455,16813656,6202,"-","WormBase","gene",NA,NA,"WBGene00000294",1,"cas-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1598",1609,"X",16866046,16869031,2986,"-","WormBase","gene",NA,NA,"WBGene00020633",1,"aakg-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1599",1610,"X",16878077,16880526,2450,"-","WormBase","gene",NA,NA,"WBGene00020634",1,"acs-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1600",1611,"X",16973226,16976143,2918,"-","WormBase","gene",NA,NA,"WBGene00018713",1,"F52G3.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1601",1612,"X",17021820,17030219,8400,"-","WormBase","gene",NA,NA,"WBGene00004121",1,"ptrn-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1602",1613,"X",17035194,17043078,7885,"-","WormBase","gene",NA,NA,"WBGene00018033",1,"F35B3.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1603",1614,"X",17155088,17157968,2881,"-","WormBase","gene",NA,NA,"WBGene00020727",1,"npr-21","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1604",1615,"X",17193300,17195137,1838,"-","WormBase","gene",NA,NA,"WBGene00015122",1,"B0302.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1605",1616,"X",17205159,17209365,4207,"-","WormBase","gene",NA,NA,"WBGene00020365",1,"T08G2.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1606",1617,"X",17222475,17224465,1991,"+","WormBase","gene",NA,NA,"WBGene00004270",1,"rab-6.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1607",1618,"X",17225197,17230208,5012,"-","WormBase","gene",NA,NA,"WBGene00020813",1,"T25G12.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1608",1619,"X",17318584,17326558,7975,"+","WormBase","gene",NA,NA,"WBGene00004220",1,"ptr-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1609",1620,"X",17359752,17363741,3990,"+","WormBase","gene",NA,NA,"WBGene00017338",1,"npr-36","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1610",1621,"X",17364707,17368642,3936,"-","WormBase","gene",NA,NA,"WBGene00017339",1,"mfsd-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1611",1622,"X",17372318,17374634,2317,"-","WormBase","gene",NA,NA,"WBGene00017340",1,"F10D7.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1612",1623,"X",17383125,17391615,8491,"-","WormBase","gene",NA,NA,"WBGene00017342",1,"F10D7.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1613",1624,"X",17402532,17414014,11483,"-","WormBase","gene",NA,NA,"WBGene00000792",1,"crb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1614",1625,"X",17420211,17421582,1372,"-","WormBase","gene",NA,NA,"WBGene00003891",1,"osm-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1615",1626,"X",17429042,17433544,4503,"+","WormBase","gene",NA,NA,"WBGene00017375",1,"pbo-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1616",1627,"X",17460778,17464901,4124,"-","WormBase","gene",NA,NA,"WBGene00022647",1,"slc-17.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1617",1628,"X",17467121,17474534,7414,"-","WormBase","gene",NA,NA,"WBGene00006602",1,"tps-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1618",1629,"X",17483008,17486835,3828,"-","WormBase","gene",NA,NA,"WBGene00020086",1,"npr-24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1619",1630,"X",17554945,17563610,8666,"-","WormBase","gene",NA,NA,"WBGene00017939",1,"F31A3.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1620",1631,"X",17567565,17579879,12315,"-","WormBase","gene",NA,NA,"WBGene00018191",1,"frpr-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1621",1632,"X",17600487,17601503,1017,"+","WormBase","gene",NA,NA,"WBGene00002272",1,"lec-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1622",1633,"X",17614545,17619622,5078,"+","WormBase","gene",NA,NA,"WBGene00015867",1,"ncs-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1623",1634,"X",17622710,17640871,18162,"-","WormBase","gene",NA,NA,"WBGene00019211",1,"H18N23.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1624",1635,"X",17662446,17665216,2771,"+","WormBase","gene",NA,NA,"WBGene00003744",1,"nlp-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1625",1636,"X",17714961,17718726,3766,"+","WormBase","gene",NA,NA,"WBGene00007068",1,"cTel55X.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1626",1637,"IV",86840,90091,3252,"-","WormBase","gene",NA,NA,"WBGene00015246",1,"scl-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1627",1638,"IV",91980,110819,18840,"+","WormBase","gene",NA,NA,"WBGene00006599",1,"tpa-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1628",1639,"IV",119256,121707,2452,"-","WormBase","gene",NA,NA,"WBGene00017928",1,"tut-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1629",1640,"IV",132416,138081,5666,"+","WormBase","gene",NA,NA,"WBGene00000897",1,"daf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1630",1641,"IV",156066,157909,1844,"-","WormBase","gene",NA,NA,"WBGene00021400",1,"Y38C1AA.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1631",1642,"IV",165077,169980,4904,"+","WormBase","gene",NA,NA,"WBGene00021396",1,"cutl-24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1632",1643,"IV",179083,183254,4172,"+","WormBase","gene",NA,NA,"WBGene00006561",1,"tcl-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1633",1644,"IV",194742,202586,7845,"+","WormBase","gene",NA,NA,"WBGene00000815",1,"csn-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1634",1645,"IV",208185,217399,9215,"+","WormBase","gene",NA,NA,"WBGene00021394",1,"Y38C1AA.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1635",1646,"IV",245143,251925,6783,"+","WormBase","gene",NA,NA,"WBGene00019819",1,"aass-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1636",1647,"IV",251908,252554,647,"-","WormBase","gene",NA,NA,"WBGene00001728",1,"grl-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1637",1648,"IV",253619,255429,1811,"-","WormBase","gene",NA,NA,"WBGene00019824",1,"R02D3.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1638",1649,"IV",257403,259204,1802,"-","WormBase","gene",NA,NA,"WBGene00001071",1,"dpy-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1639",1650,"IV",266448,268322,1875,"+","WormBase","gene",NA,NA,"WBGene00020651",1,"T21D12.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1640",1651,"IV",283647,287215,3569,"+","WormBase","gene",NA,NA,"WBGene00206487",1,"best-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1641",1652,"IV",288708,291456,2749,"-","WormBase","gene",NA,NA,"WBGene00020648",1,"T21D12.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1642",1653,"IV",307505,311236,3732,"+","WormBase","gene",NA,NA,"WBGene00019300",1,"swt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1643",1654,"IV",315056,320544,5489,"-","WormBase","gene",NA,NA,"WBGene00001099",1,"dsc-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1644",1655,"IV",339808,359293,19486,"+","WormBase","gene",NA,NA,"WBGene00017576",1,"cdh-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1645",1656,"IV",410867,415616,4750,"+","WormBase","gene",NA,NA,"WBGene00020299",1,"T07A9.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1646",1657,"IV",426168,427204,1037,"+","WormBase","gene",NA,NA,"WBGene00022046",1,"Y66H1A.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1647",1658,"IV",443985,444786,802,"+","WormBase","gene",NA,NA,"WBGene00022045",1,"mrpl-55","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1648",1659,"IV",445677,448449,2773,"+","WormBase","gene",NA,NA,"WBGene00022044",1,"dpm-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1649",1660,"IV",455784,457099,1316,"+","WormBase","gene",NA,NA,"WBGene00019772",1,"M04G7.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1650",1661,"IV",461199,481167,19969,"-","WormBase","gene",NA,NA,"WBGene00019774",1,"M04G7.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1651",1662,"IV",506731,519457,12727,"-","WormBase","gene",NA,NA,"WBGene00021012",1,"pig-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1652",1663,"IV",520214,523809,3596,"-","WormBase","gene",NA,NA,"WBGene00000213",1,"asm-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1653",1664,"IV",559234,568147,8914,"+","WormBase","gene",NA,NA,"WBGene00001165",1,"efn-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1654",1665,"IV",568368,570849,2482,"-","WormBase","gene",NA,NA,"WBGene00018925",1,"F56A11.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1655",1666,"IV",572769,583577,10809,"+","WormBase","gene",NA,NA,"WBGene00001579",1,"gex-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1656",1668,"IV",649665,652182,2518,"+","WormBase","gene",NA,NA,"WBGene00019665",1,"K11H12.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1657",1669,"IV",653480,654576,1097,"-","WormBase","gene",NA,NA,"WBGene00004427",1,"rpl-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1658",1670,"IV",655390,658626,3237,"+","WormBase","gene",NA,NA,"WBGene00019664",1,"K11H12.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1659",1671,"IV",698699,707735,9037,"-","WormBase","gene",NA,NA,"WBGene00021950",1,"cutl-26","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1660",1672,"IV",736747,753316,16570,"+","WormBase","gene",NA,NA,"WBGene00021948",1,"kvs-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1661",1673,"IV",788055,790835,2781,"+","WormBase","gene",NA,NA,"WBGene00018930",1,"F56B3.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1662",1674,"IV",849269,854780,5512,"-","WormBase","gene",NA,NA,"WBGene00021945",1,"lem-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1663",1675,"IV",885344,890200,4857,"+","WormBase","gene",NA,NA,"WBGene00007007",1,"mak-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1664",1676,"IV",924882,939736,14855,"+","WormBase","gene",NA,NA,"WBGene00019069",1,"lgc-30","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1665",1677,"IV",930410,935825,5416,"-","WormBase","gene",NA,NA,"WBGene00019067",1,"F58H7.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1666",1678,"IV",940017,945653,5637,"-","WormBase","gene",NA,NA,"WBGene00019068",1,"faah-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1667",1679,"IV",1006083,1009734,3652,"-","WormBase","gene",NA,NA,"WBGene00021926",1,"Y55F3AM.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1668",1680,"IV",1010512,1012502,1991,"+","WormBase","gene",NA,NA,"WBGene00021922",1,"atg-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1669",1681,"IV",1027787,1030039,2253,"-","WormBase","gene",NA,NA,"WBGene00021927",1,"abhd-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1670",1682,"IV",1107396,1110872,3477,"+","WormBase","gene",NA,NA,"WBGene00003893",1,"ost-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1671",1683,"IV",1126790,1128865,2076,"+","WormBase","gene",NA,NA,"WBGene00016636",1,"perm-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1672",1684,"IV",1274868,1277062,2195,"+","WormBase","gene",NA,NA,"WBGene00007476",1,"C09E9.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1673",1685,"IV",1347314,1352977,5664,"+","WormBase","gene",NA,NA,"WBGene00004338",1,"rfc-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1674",1686,"IV",1353636,1355305,1670,"-","WormBase","gene",NA,NA,"WBGene00000678",1,"col-104","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1675",1687,"IV",1386215,1399353,13139,"+","WormBase","gene",NA,NA,"WBGene00022423",1,"nhr-41","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1676",1688,"IV",1461898,1475109,13212,"-","WormBase","gene",NA,NA,"WBGene00022313",1,"Y77E11A.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1677",1689,"IV",1490653,1496022,5370,"-","WormBase","gene",NA,NA,"WBGene00003806",1,"npp-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1678",1690,"IV",1497626,1510027,12402,"+","WormBase","gene",NA,NA,"WBGene00022306",1,"hxk-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1679",1691,"IV",1523718,1526643,2926,"+","WormBase","gene",NA,NA,"WBGene00019367",1,"K03H6.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1680",1692,"IV",1527114,1536416,9303,"-","WormBase","gene",NA,NA,"WBGene00019370",1,"K03H6.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1681",1693,"IV",1597318,1601621,4304,"+","WormBase","gene",NA,NA,"WBGene00000416",1,"ced-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1682",1694,"IV",1601657,1605610,3954,"+","WormBase","gene",NA,NA,"WBGene00021515",1,"set-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1683",1695,"IV",1637954,1645298,7345,"-","WormBase","gene",NA,NA,"WBGene00021522",1,"nhr-274","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1684",1696,"IV",1676615,1682166,5552,"-","WormBase","gene",NA,NA,"WBGene00021524",1,"Y41D4B.24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1685",1697,"IV",1708814,1709745,932,"-","WormBase","gene",NA,NA,"WBGene00003947",1,"pbs-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1686",1698,"IV",1711262,1714897,3636,"+","WormBase","gene",NA,NA,"WBGene00019536",1,"rpi-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1687",1699,"IV",1740447,1745503,5057,"-","WormBase","gene",NA,NA,"WBGene00021508",1,"Y41D4A.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1688",1700,"IV",1751701,1761570,9870,"-","WormBase","gene",NA,NA,"WBGene00021509",1,"Y41D4A.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1689",1701,"IV",1824481,1834247,9767,"+","WormBase","gene",NA,NA,"WBGene00000553",1,"cmk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1690",1702,"IV",1848071,1880596,32526,"+","WormBase","gene",NA,NA,"WBGene00001173",1,"egl-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1691",1703,"IV",1924001,1948080,24080,"+","WormBase","gene",NA,NA,"WBGene00018681",1,"denn-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1692",1704,"IV",1973705,1975682,1978,"+","WormBase","gene",NA,NA,"WBGene00022297",1,"Y76B12C.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1693",1705,"IV",2009038,2032996,23959,"-","WormBase","gene",NA,NA,"WBGene00022301",1,"cpsf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1694",1706,"IV",2066195,2072019,5825,"+","WormBase","gene",NA,NA,"WBGene00019873",1,"arrd-26","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1695",1707,"IV",2126136,2128861,2726,"-","WormBase","gene",NA,NA,"WBGene00001729",1,"grl-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1696",1708,"IV",2175591,2177586,1996,"+","WormBase","gene",NA,NA,"WBGene00016917",1,"C54E4.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1697",1709,"IV",2199041,2209646,10606,"+","WormBase","gene",NA,NA,"WBGene00044650",1,"Y71G10AR.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1698",1710,"IV",2222828,2236978,14151,"+","WormBase","gene",NA,NA,"WBGene00020208",1,"fnip-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1699",1711,"IV",2307815,2314567,6753,"-","WormBase","gene",NA,NA,"WBGene00006920",1,"vha-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1700",1712,"IV",2323271,2326739,3469,"+","WormBase","gene",NA,NA,"WBGene00021415",1,"nsy-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1701",1713,"IV",2349271,2383041,33771,"+","WormBase","gene",NA,NA,"WBGene00021423",1,"tftc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1702",1714,"IV",2389445,2390259,815,"+","WormBase","gene",NA,NA,"WBGene00021420",1,"trap-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1703",1715,"IV",2399484,2412420,12937,"-","WormBase","gene",NA,NA,"WBGene00021430",1,"Y38F2AR.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1704",1716,"IV",2476686,2480316,3631,"+","WormBase","gene",NA,NA,"WBGene00001705",1,"grd-16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1705",1717,"IV",2482255,2484218,1964,"+","WormBase","gene",NA,NA,"WBGene00044468",1,"Y69A2AL.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1706",1718,"IV",2495735,2497675,1941,"+","WormBase","gene",NA,NA,"WBGene00022089",1,"Y69A2AR.18","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1707",1719,"IV",2497803,2530296,32494,"+","WormBase","gene",NA,NA,"WBGene00022087",1,"Y69A2AR.16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1708",1720,"IV",2504633,2507924,3292,"-","WormBase","gene",NA,NA,"WBGene00022093",1,"Y69A2AR.22","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1709",1721,"IV",2612432,2613061,630,"-","WormBase","gene",NA,NA,"WBGene00022099",1,"Y69A2AR.28","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1710",1722,"IV",2618869,2625503,6635,"+","WormBase","gene",NA,NA,"WBGene00004878",1,"smf-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1711",1723,"IV",2626062,2628271,2210,"-","WormBase","gene",NA,NA,"WBGene00003595",1,"ngn-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1712",1724,"IV",2636227,2641125,4899,"-","WormBase","gene",NA,NA,"WBGene00003161",1,"mdf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1713",1725,"IV",2688913,2703977,15065,"-","WormBase","gene",NA,NA,"WBGene00022378",1,"Y94H6A.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1714",1726,"IV",2713174,2716574,3401,"-","WormBase","gene",NA,NA,"WBGene00022379",1,"Y94H6A.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1715",1727,"IV",2720313,2725819,5507,"-","WormBase","gene",NA,NA,"WBGene00022381",1,"ubxn-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1716",1728,"IV",2855595,2864843,9249,"-","WormBase","gene",NA,NA,"WBGene00021881",1,"Y54G2A.16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1717",1729,"IV",2872023,2890451,18429,"-","WormBase","gene",NA,NA,"WBGene00021882",1,"nprt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1718",1730,"IV",2890882,2891636,755,"+","WormBase","gene",NA,NA,"WBGene00235102",1,"dib-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1719",1731,"IV",2891560,2892495,936,"-","WormBase","gene",NA,NA,"WBGene00021883",1,"Y54G2A.18","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1720",1732,"IV",2931403,2936843,5441,"+","WormBase","gene",NA,NA,"WBGene00021870",1,"samt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1721",1733,"IV",2960098,2964401,4304,"+","WormBase","gene",NA,NA,"WBGene00021897",1,"ser-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1722",1734,"IV",2964334,2978484,14151,"-","WormBase","gene",NA,NA,"WBGene00002243",1,"lad-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1723",1735,"IV",3012587,3014440,1854,"+","WormBase","gene",NA,NA,"WBGene00021869",1,"vrp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1724",1736,"IV",3077466,3086925,9460,"-","WormBase","gene",NA,NA,"WBGene00022073",1,"Y67D8C.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1725",1737,"IV",3222440,3252604,30165,"+","WormBase","gene",NA,NA,"WBGene00022059",1,"Y67D8A.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1726",1738,"IV",3253261,3254543,1283,"-","WormBase","gene",NA,NA,"WBGene00022060",1,"dmd-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1727",1739,"IV",3258910,3263489,4580,"+","WormBase","gene",NA,NA,"WBGene00020831",1,"T26C12.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1728",1740,"IV",3269463,3273395,3933,"-","WormBase","gene",NA,NA,"WBGene00020833",1,"T26C12.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1729",1741,"IV",3282885,3289337,6453,"-","WormBase","gene",NA,NA,"WBGene00001548",1,"gcy-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1730",1742,"IV",3369197,3373485,4289,"+","WormBase","gene",NA,NA,"WBGene00021952",1,"vha-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1731",1743,"IV",3385910,3386901,992,"+","WormBase","gene",NA,NA,"WBGene00015248",1,"mai-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1732",1744,"IV",3399672,3403908,4237,"+","WormBase","gene",NA,NA,"WBGene00015413",1,"pdhb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1733",1745,"IV",3415683,3419234,3552,"+","WormBase","gene",NA,NA,"WBGene00015412",1,"lgc-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1734",1746,"IV",3419813,3422616,2804,"-","WormBase","gene",NA,NA,"WBGene00015416",1,"C04C3.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1735",1747,"IV",3498209,3503915,5707,"+","WormBase","gene",NA,NA,"WBGene00015651",1,"ceh-53","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1736",1748,"IV",3527354,3532473,5120,"+","WormBase","gene",NA,NA,"WBGene00019778",1,"M57.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1737",1749,"IV",3551090,3557431,6342,"-","WormBase","gene",NA,NA,"WBGene00003889",1,"osm-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1738",1750,"IV",3568979,3577770,8792,"+","WormBase","gene",NA,NA,"WBGene00015035",1,"otpl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1739",1751,"IV",3609218,3613072,3855,"-","WormBase","gene",NA,NA,"WBGene00022610",1,"ltah-1.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1740",1752,"IV",3637079,3640466,3388,"+","WormBase","gene",NA,NA,"WBGene00022608",1,"madf-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1741",1753,"IV",3658874,3668703,9830,"-","WormBase","gene",NA,NA,"WBGene00021362",1,"fmil-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1742",1754,"IV",3687307,3694733,7427,"-","WormBase","gene",NA,NA,"WBGene00021363",1,"taf-6.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1743",1755,"IV",3694935,3698436,3502,"+","WormBase","gene",NA,NA,"WBGene00021359",1,"Y37E11AL.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1744",1756,"IV",3709500,3715523,6024,"+","WormBase","gene",NA,NA,"WBGene00021357",1,"Y37E11AL.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1745",1757,"IV",3722862,3725461,2600,"-","WormBase","gene",NA,NA,"WBGene00021366",1,"Y37E11AM.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1746",1758,"IV",3756221,3759940,3720,"+","WormBase","gene",NA,NA,"WBGene00021368",1,"best-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"1747",1759,"IV",3761195,3766826,5632,"-","WormBase","gene",NA,NA,"WBGene00006869",1,"vab-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
