,seq_id,seqnames,type,start,end,width,strand,gene_id,gene_biotype,Orthogroup
1406,elegans_I,I,gene,5141673,5149226,7554,+,WBGene00006797,protein_coding,OG0005223
1407,elegans_III,III,gene,13277258,13283887,6630,+,WBGene00006798,protein_coding,OG0008923
1408,elegans_III,III,gene,10318939,10320019,1081,+,WBGene00006802,protein_coding,OG0006216
1409,elegans_V,V,gene,6881338,6891839,10502,+,WBGene00006803,protein_coding,OG0009243
1410,elegans_III,III,gene,12881043,12891738,10696,-,WBGene00006804,protein_coding,OG0005154
1411,elegans_I,I,gene,3999300,4031739,32440,-,WBGene00006805,protein_coding,OG0007442
1412,elegans_V,V,gene,15071760,15080152,8393,+,WBGene00006808,protein_coding,OG0007027
1413,elegans_IV,IV,gene,7424498,7444664,20167,+,WBGene00006814,protein_coding,OG0009816
1414,elegans_V,V,gene,6465065,6487883,22819,+,WBGene00006815,protein_coding,OG0009220
1415,elegans_I,I,gene,6761221,6767797,6577,-,WBGene00006819,protein_coding,OG0006771
1416,elegans_III,III,gene,3644375,3648822,4448,+,WBGene00006822,protein_coding,OG0010299
1417,elegans_I,I,gene,5992661,6003379,10719,-,WBGene00006823,protein_coding,OG0007717
1418,elegans_I,I,gene,14381360,14384737,3378,-,WBGene00006824,protein_coding,OG0005889
1419,elegans_X,X,gene,611120,621290,10171,-,WBGene00006825,protein_coding,OG0007729
1420,elegans_X,X,gene,5593133,5594965,1833,+,WBGene00006826,protein_coding,OG0008525
1421,elegans_X,X,gene,7570374,7573619,3246,-,WBGene00006827,protein_coding,OG0008663
1422,elegans_III,III,gene,4115385,4147278,31894,+,WBGene00006830,protein_coding,OG0005980
1423,elegans_V,V,gene,14691855,14696654,4800,-,WBGene00006836,protein_coding,OG0006992
1424,elegans_III,III,gene,8351164,8355174,4011,-,WBGene00006840,protein_coding,OG0005164
1425,elegans_III,III,gene,10902641,10908935,6295,+,WBGene00006843,protein_coding,OG0008180
1426,elegans_I,I,gene,8460225,8463015,2791,+,WBGene00006844,protein_coding,OG0005594
1427,elegans_IV,IV,gene,9002839,9005410,2572,-,WBGene00006852,protein_coding,OG0008959
1428,elegans_X,X,gene,5074399,5077961,3563,-,WBGene00006861,protein_coding,OG0006358
1429,elegans_X,X,gene,5087841,5092538,4698,+,WBGene00006862,protein_coding,OG0006360
1430,elegans_X,X,gene,3518794,3531862,13069,+,WBGene00006864,protein_coding,OG0009317
1431,elegans_X,X,gene,3393862,3397657,3796,+,WBGene00006865,protein_coding,OG0008482
1432,elegans_II,II,gene,4572000,4590970,18971,+,WBGene00006868,protein_coding,OG0005775
1433,elegans_IV,IV,gene,3761195,3766826,5632,-,WBGene00006869,protein_coding,OG0009797
1434,elegans_III,III,gene,10920344,10926041,5698,+,WBGene00006873,protein_coding,OG0008176
1435,elegans_II,II,gene,2443279,2450947,7669,+,WBGene00006882,protein_coding,OG0006785
1436,elegans_I,I,gene,3158492,3162391,3900,-,WBGene00006888,protein_coding,OG0009139
1437,elegans_I,I,gene,12728137,12729898,1762,+,WBGene00006889,protein_coding,OG0007460
1438,elegans_X,X,gene,8087553,8088574,1022,-,WBGene00006890,protein_coding,OG0006589
1439,elegans_II,II,gene,7878082,7879316,1235,-,WBGene00006913,protein_coding,OG0007580
1440,elegans_IV,IV,gene,8303968,8307371,3404,+,WBGene00006914,protein_coding,OG0009672
1441,elegans_IV,IV,gene,12640462,12650652,10191,+,WBGene00006916,protein_coding,OG0010095
1442,elegans_IV,IV,gene,2307815,2314567,6753,-,WBGene00006920,protein_coding,OG0008073
1443,elegans_X,X,gene,11307356,11308518,1163,+,WBGene00006922,protein_coding,OG0006490
1444,elegans_I,I,gene,6028486,6033458,4973,+,WBGene00006932,protein_coding,OG0005375
1445,elegans_II,II,gene,5907816,5911219,3404,+,WBGene00006933,protein_coding,OG0005655
1446,elegans_V,V,gene,10566402,10576419,10018,-,WBGene00006934,protein_coding,OG0007067
1447,elegans_V,V,gene,8031411,8035025,3615,+,WBGene00006935,protein_coding,OG0010242
1448,elegans_III,III,gene,11990167,11999590,9424,+,WBGene00006937,protein_coding,OG0008128
1449,elegans_IV,IV,gene,9200103,9212242,12140,+,WBGene00006941,protein_coding,OG0009941
1450,elegans_X,X,gene,8387442,8392589,5148,-,WBGene00006942,protein_coding,OG0009161
1451,elegans_III,III,gene,5236404,5240383,3980,+,WBGene00006946,protein_coding,OG0008904
1452,elegans_II,II,gene,7530996,7533246,2251,+,WBGene00006947,protein_coding,OG0010200
1453,elegans_X,X,gene,3092395,3094349,1955,-,WBGene00006948,protein_coding,OG0006378
1454,elegans_IV,IV,gene,4050006,4051639,1634,-,WBGene00006951,protein_coding,OG0009833
1455,elegans_X,X,gene,1576637,1591320,14684,+,WBGene00006955,protein_coding,OG0007710
1456,elegans_II,II,gene,7533262,7534563,1302,-,WBGene00006956,protein_coding,OG0010199
1457,elegans_I,I,gene,11924541,11929516,4976,-,WBGene00006958,protein_coding,OG0008230
1458,elegans_II,II,gene,14155768,14166030,10263,+,WBGene00006964,protein_coding,OG0010351
1459,elegans_IV,IV,gene,3855843,3861569,5727,+,WBGene00006970,protein_coding,OG0009802
1460,elegans_III,III,gene,8791535,8806305,14771,+,WBGene00006975,protein_coding,OG0006284
1461,elegans_III,III,gene,9002779,9004839,2061,+,WBGene00006977,protein_coding,OG0008822
1462,elegans_I,I,gene,9847406,9850082,2677,+,WBGene00006978,protein_coding,OG0009046
1463,elegans_III,III,gene,10951119,10953508,2390,-,WBGene00006982,protein_coding,OG0008174
1464,elegans_X,X,gene,5186916,5189077,2162,-,WBGene00006983,protein_coding,OG0008495
1465,elegans_I,I,gene,4790644,4792483,1840,-,WBGene00006984,protein_coding,OG0005392
1466,elegans_III,III,gene,13119820,13133938,14119,+,WBGene00006985,protein_coding,OG0006617
1467,elegans_II,II,gene,8017680,8020785,3106,+,WBGene00006996,protein_coding,OG0007654
1468,elegans_II,II,gene,4949900,4953492,3593,+,WBGene00006997,protein_coding,OG0010086
1469,elegans_III,III,gene,2812143,2814969,2827,-,WBGene00007000,protein_coding,OG0010009
1470,elegans_IV,IV,gene,11459984,11463199,3216,+,WBGene00007006,protein_coding,OG0009411
1471,elegans_IV,IV,gene,885344,890200,4857,+,WBGene00007007,protein_coding,OG0007901
1472,elegans_I,I,gene,537122,542204,5083,+,WBGene00007009,protein_coding,OG0005340
1473,elegans_II,II,gene,11527168,11533816,6649,-,WBGene00007013,protein_coding,OG0005678
1474,elegans_II,II,gene,7853880,7855042,1163,-,WBGene00007014,protein_coding,OG0007576
1475,elegans_V,V,gene,20250806,20267247,16442,-,WBGene00007017,protein_coding,OG0005546
1476,elegans_III,III,gene,11774950,11776671,1722,+,WBGene00007021,protein_coding,OG0005454
1477,elegans_III,III,gene,13773176,13778908,5733,+,WBGene00007025,protein_coding,OG0008893
1478,elegans_III,III,gene,12599630,12608586,8957,-,WBGene00007030,protein_coding,OG0008118
1479,elegans_II,II,gene,11323047,11329429,6383,-,WBGene00007041,protein_coding,OG0007985
1480,elegans_I,I,gene,7495436,7503582,8147,+,WBGene00007042,protein_coding,OG0005294
1481,elegans_II,II,gene,7711905,7718591,6687,-,WBGene00007044,protein_coding,OG0006891
1482,elegans_III,III,gene,4705507,4706952,1446,+,WBGene00007045,protein_coding,OG0008385
1483,elegans_III,III,gene,6375379,6379173,3795,+,WBGene00007048,protein_coding,OG0008224
1484,elegans_V,V,gene,8594914,8597469,2556,+,WBGene00007055,protein_coding,OG0007514
1485,elegans_X,X,gene,7565323,7568145,2823,+,WBGene00007059,protein_coding,OG0008665
1486,elegans_III,III,gene,6471751,6475246,3496,+,WBGene00007060,protein_coding,OG0010017
1487,elegans_X,X,gene,17714961,17718726,3766,+,WBGene00007068,protein_coding,OG0007709
1488,elegans_V,V,gene,10388527,10393505,4979,+,WBGene00007071,protein_coding,OG0007081
1489,elegans_V,V,gene,10314671,10315294,624,+,WBGene00007099,protein_coding,OG0007073
1490,elegans_V,V,gene,10317492,10319534,2043,-,WBGene00007101,protein_coding,OG0007074
1491,elegans_V,V,gene,10290043,10291718,1676,+,WBGene00007104,protein_coding,OG0008862
1492,elegans_IV,IV,gene,11310972,11312518,1547,+,WBGene00007105,protein_coding,OG0007470
1493,elegans_IV,IV,gene,11315207,11315877,671,+,WBGene00007107,protein_coding,OG0007469
1494,elegans_IV,IV,gene,11317419,11319951,2533,+,WBGene00007108,protein_coding,OG0007468
1495,elegans_IV,IV,gene,11329482,11332969,3488,-,WBGene00007111,protein_coding,OG0009409
1496,elegans_IV,IV,gene,11296952,11298252,1301,-,WBGene00007113,protein_coding,OG0007471
1497,elegans_X,X,gene,12025739,12031619,5881,+,WBGene00007115,protein_coding,OG0009373
1498,elegans_V,V,gene,11733540,11736996,3457,-,WBGene00007117,protein_coding,OG0009904
1499,elegans_V,V,gene,11731120,11733472,2353,-,WBGene00007118,protein_coding,OG0009898
1500,elegans_V,V,gene,20476747,20479089,2343,-,WBGene00007119,protein_coding,OG0007199
1501,elegans_V,V,gene,20480803,20485385,4583,-,WBGene00007126,protein_coding,OG0007197
1502,elegans_X,X,gene,9440079,9441571,1493,-,WBGene00007128,protein_coding,OG0009388
1503,elegans_X,X,gene,9431432,9432745,1314,+,WBGene00007129,protein_coding,OG0009389
1504,elegans_X,X,gene,9428431,9430424,1994,+,WBGene00007130,protein_coding,OG0009390
1505,elegans_III,III,gene,4332992,4341984,8993,+,WBGene00007135,protein_coding,OG0006725
1506,elegans_III,III,gene,4350099,4355979,5881,+,WBGene00007138,protein_coding,OG0006715
1507,elegans_III,III,gene,4356594,4364979,8386,+,WBGene00007139,protein_coding,OG0006716
1508,elegans_II,II,gene,11495692,11496663,972,+,WBGene00007144,protein_coding,OG0005681
1509,elegans_II,II,gene,11510673,11513892,3220,+,WBGene00007146,protein_coding,OG0005680
1510,elegans_III,III,gene,4780162,4781987,1826,-,WBGene00007171,protein_coding,OG0005531
1511,elegans_III,III,gene,4776038,4778103,2066,-,WBGene00007172,protein_coding,OG0008392
1512,elegans_X,X,gene,16030806,16034814,4009,+,WBGene00007174,protein_coding,OG0009087
1513,elegans_X,X,gene,16035036,16040257,5222,-,WBGene00007175,protein_coding,OG0009086
1514,elegans_V,V,gene,19565382,19606124,40743,+,WBGene00007176,protein_coding,OG0007410
1515,elegans_II,II,gene,8924572,8926551,1980,-,WBGene00007178,protein_coding,OG0007612
1516,elegans_II,II,gene,8922423,8924368,1946,+,WBGene00007180,protein_coding,OG0007613
1517,elegans_III,III,gene,9488731,9489186,456,+,WBGene00007185,protein_coding,OG0008778
1518,elegans_III,III,gene,9462978,9465965,2988,-,WBGene00007186,protein_coding,OG0008782
1519,elegans_III,III,gene,9465767,9467148,1382,+,WBGene00007188,protein_coding,OG0008781
1520,elegans_II,II,gene,11340061,11343610,3550,-,WBGene00007191,protein_coding,OG0007984
1521,elegans_II,II,gene,11343721,11345620,1900,-,WBGene00007192,protein_coding,OG0007983
1522,elegans_IV,IV,gene,13882734,13884177,1444,+,WBGene00007195,protein_coding,OG0008856
1523,elegans_III,III,gene,12793386,12798569,5184,-,WBGene00007210,protein_coding,OG0010005
1524,elegans_III,III,gene,12813493,12816807,3315,+,WBGene00007212,protein_coding,OG0010000
1525,elegans_I,I,gene,13397270,13398631,1362,+,WBGene00007214,protein_coding,OG0008252
1526,elegans_I,I,gene,13387819,13391205,3387,+,WBGene00007215,protein_coding,OG0008238
1527,elegans_I,I,gene,13392118,13394001,1884,+,WBGene00007216,protein_coding,OG0008239
1528,elegans_IV,IV,gene,9096842,9099370,2529,+,WBGene00007221,protein_coding,OG0008947
1529,elegans_II,II,gene,9269888,9271267,1380,+,WBGene00007225,protein_coding,OG0007968
1530,elegans_II,II,gene,9271265,9273042,1778,-,WBGene00007226,protein_coding,OG0007958
1531,elegans_II,II,gene,9292017,9294033,2017,+,WBGene00007228,protein_coding,OG0007960
1532,elegans_II,II,gene,9294025,9295818,1794,-,WBGene00007229,protein_coding,OG0007961
1533,elegans_V,V,gene,15085747,15086918,1172,+,WBGene00007234,protein_coding,OG0007024
1534,elegans_V,V,gene,15082530,15084147,1618,+,WBGene00007236,protein_coding,OG0007025
1535,elegans_V,V,gene,15080134,15082441,2308,-,WBGene00007237,protein_coding,OG0007026
1536,elegans_II,II,gene,14593581,14597657,4077,+,WBGene00007248,protein_coding,OG0009650
1537,elegans_X,X,gene,15537662,15546712,9051,+,WBGene00007260,protein_coding,OG0008306
1538,elegans_X,X,gene,15546644,15557949,11306,-,WBGene00007261,protein_coding,OG0008305
1539,elegans_X,X,gene,11257361,11260551,3191,+,WBGene00007266,protein_coding,OG0006496
1540,elegans_X,X,gene,11262848,11266324,3477,+,WBGene00007267,protein_coding,OG0006495
1541,elegans_X,X,gene,11267321,11269070,1750,-,WBGene00007268,protein_coding,OG0006494
1542,elegans_X,X,gene,13660506,13662980,2475,+,WBGene00007285,protein_coding,OG0006786
1543,elegans_X,X,gene,13665958,13668828,2871,-,WBGene00007286,protein_coding,OG0006769
1544,elegans_X,X,gene,14020590,14022394,1805,+,WBGene00007295,protein_coding,OG0007760
1545,elegans_I,I,gene,9697237,9699566,2330,-,WBGene00007302,protein_coding,OG0005917
1546,elegans_IV,IV,gene,10088367,10089877,1511,-,WBGene00007304,protein_coding,OG0008011
1547,elegans_X,X,gene,10842194,10844674,2481,-,WBGene00007317,protein_coding,OG0006534
1548,elegans_III,III,gene,9993885,9996235,2351,+,WBGene00007321,protein_coding,OG0008740
1549,elegans_X,X,gene,11160837,11164006,3170,+,WBGene00007325,protein_coding,OG0006505
1550,elegans_II,II,gene,9940753,9944107,3355,+,WBGene00007333,protein_coding,OG0010115
1551,elegans_IV,IV,gene,11231654,11241468,9815,-,WBGene00007338,protein_coding,OG0007473
1552,elegans_II,II,gene,11412253,11415772,3520,-,WBGene00007339,protein_coding,OG0007977
1553,elegans_X,X,gene,12941442,12943266,1825,-,WBGene00007343,protein_coding,OG0009027
1554,elegans_X,X,gene,12965463,12968974,3512,+,WBGene00007346,protein_coding,OG0009026
1555,elegans_IV,IV,gene,17427723,17429602,1880,+,WBGene00007357,protein_coding,OG0005499
1556,elegans_V,V,gene,15498734,15511421,12688,+,WBGene00007372,protein_coding,OG0005617
1557,elegans_IV,IV,gene,10778985,10780683,1699,-,WBGene00007384,protein_coding,OG0009734
1558,elegans_V,V,gene,11122901,11123867,967,-,WBGene00007385,protein_coding,OG0007149
1559,elegans_V,V,gene,11125222,11127303,2082,+,WBGene00007386,protein_coding,OG0007150
1560,elegans_V,V,gene,11141479,11143121,1643,+,WBGene00007388,protein_coding,OG0007152
1561,elegans_V,V,gene,11134596,11140814,6219,+,WBGene00007389,protein_coding,OG0007151
1562,elegans_V,V,gene,17879818,17888984,9167,-,WBGene00007394,protein_coding,OG0007205
1563,elegans_III,III,gene,9676320,9679051,2732,-,WBGene00007402,protein_coding,OG0008762
1564,elegans_IV,IV,gene,9184847,9186149,1303,+,WBGene00007411,protein_coding,OG0008944
1565,elegans_II,II,gene,10347084,10350012,2929,-,WBGene00007412,protein_coding,OG0010109
1566,elegans_II,II,gene,10353584,10357518,3935,-,WBGene00007414,protein_coding,OG0010111
1567,elegans_II,II,gene,10367741,10369597,1857,-,WBGene00007417,protein_coding,OG0010134
1568,elegans_II,II,gene,10350756,10351613,858,+,WBGene00007419,protein_coding,OG0010110
1569,elegans_II,II,gene,9091109,9093684,2576,-,WBGene00007421,protein_coding,OG0007589
1570,elegans_V,V,gene,10130399,10134158,3760,-,WBGene00007428,protein_coding,OG0009293
1571,elegans_II,II,gene,8022632,8027763,5132,-,WBGene00007433,protein_coding,OG0007652
1572,elegans_IV,IV,gene,11150113,11150930,818,+,WBGene00007443,protein_coding,OG0005947
1573,elegans_IV,IV,gene,11150997,11154334,3338,+,WBGene00007444,protein_coding,OG0005946
1574,elegans_IV,IV,gene,11157099,11159986,2888,-,WBGene00007446,protein_coding,OG0008996
1575,elegans_IV,IV,gene,11162752,11164931,2180,-,WBGene00007448,protein_coding,OG0009950
1576,elegans_II,II,gene,9886544,9891081,4538,-,WBGene00007463,protein_coding,OG0010119
1577,elegans_II,II,gene,9882730,9886442,3713,-,WBGene00007464,protein_coding,OG0010120
1578,elegans_IV,IV,gene,1274868,1277062,2195,+,WBGene00007476,protein_coding,OG0006661
1579,elegans_II,II,gene,14705515,14713240,7726,+,WBGene00007479,protein_coding,OG0007537
1580,elegans_II,II,gene,14720285,14733524,13240,-,WBGene00007480,protein_coding,OG0007538
1581,elegans_X,X,gene,11040730,11042877,2148,-,WBGene00007483,protein_coding,OG0006515
1582,elegans_X,X,gene,15987966,16006629,18664,-,WBGene00007486,protein_coding,OG0009089
1583,elegans_II,II,gene,10720231,10729329,9099,+,WBGene00007490,protein_coding,OG0010173
1584,elegans_IV,IV,gene,8868036,8869679,1644,-,WBGene00007493,protein_coding,OG0009827
1585,elegans_II,II,gene,11109571,11111207,1637,-,WBGene00007502,protein_coding,OG0010151
1586,elegans_IV,IV,gene,9343359,9366511,23153,-,WBGene00007505,protein_coding,OG0009949
1587,elegans_IV,IV,gene,11470436,11473419,2984,+,WBGene00007513,protein_coding,OG0009412
1588,elegans_IV,IV,gene,11473363,11479251,5889,-,WBGene00007514,protein_coding,OG0009320
1589,elegans_X,X,gene,9610563,9617045,6483,+,WBGene00007520,protein_coding,OG0010254
1590,elegans_X,X,gene,14307863,14311683,3821,-,WBGene00007529,protein_coding,OG0007705
1591,elegans_II,II,gene,14470371,14479633,9263,-,WBGene00007545,protein_coding,OG0007517
1592,elegans_V,V,gene,12114993,12117443,2451,+,WBGene00007549,protein_coding,OG0010076
1593,elegans_V,V,gene,12118694,12120481,1788,-,WBGene00007551,protein_coding,OG0010077
1594,elegans_V,V,gene,12523638,12525738,2101,-,WBGene00007552,protein_coding,OG0007237
1595,elegans_V,V,gene,11027031,11034931,7901,-,WBGene00007554,protein_coding,OG0007048
1596,elegans_II,II,gene,10597104,10598139,1036,-,WBGene00007559,protein_coding,OG0005548
1597,elegans_II,II,gene,10599337,10600558,1222,+,WBGene00007560,protein_coding,OG0010180
1598,elegans_II,II,gene,10613043,10618341,5299,+,WBGene00007562,protein_coding,OG0010186
1599,elegans_III,III,gene,3702260,3703172,913,+,WBGene00007573,protein_coding,OG0010358
1600,elegans_III,III,gene,3709330,3713348,4019,+,WBGene00007581,protein_coding,OG0006621
1601,elegans_V,V,gene,19332354,19362668,30315,-,WBGene00007583,protein_coding,OG0005650
1602,elegans_V,V,gene,12588330,12589644,1315,+,WBGene00007584,protein_coding,OG0007230
1603,elegans_V,V,gene,12607413,12608107,695,+,WBGene00007589,protein_coding,OG0007039
1604,elegans_V,V,gene,12589633,12590701,1069,-,WBGene00007590,protein_coding,OG0007229
1605,elegans_X,X,gene,10233739,10236944,3206,-,WBGene00007591,protein_coding,OG0006575
1606,elegans_X,X,gene,10242325,10252881,10557,-,WBGene00007592,protein_coding,OG0006574
1607,elegans_X,X,gene,12070631,12073864,3234,-,WBGene00007595,protein_coding,OG0009370
1608,elegans_I,I,gene,12202232,12203720,1489,+,WBGene00007600,protein_coding,OG0008248
1609,elegans_I,I,gene,12213106,12215198,2093,+,WBGene00007603,protein_coding,OG0008242
1610,elegans_V,V,gene,12745201,12747463,2263,-,WBGene00007606,protein_coding,OG0007219
1611,elegans_V,V,gene,12748007,12749992,1986,+,WBGene00007607,protein_coding,OG0007220
1612,elegans_V,V,gene,14409074,14412003,2930,+,WBGene00007614,protein_coding,OG0005595
1613,elegans_V,V,gene,14422725,14423304,580,-,WBGene00007616,protein_coding,OG0005598
1614,elegans_V,V,gene,14423784,14425008,1225,-,WBGene00007617,protein_coding,OG0005600
1615,elegans_I,I,gene,9715321,9728006,12686,-,WBGene00007620,protein_coding,OG0005918
1616,elegans_III,III,gene,4177545,4178664,1120,-,WBGene00007623,protein_coding,OG0005933
1617,elegans_III,III,gene,4171336,4172223,888,+,WBGene00007625,protein_coding,OG0005935
1618,elegans_III,III,gene,4168777,4170953,2177,-,WBGene00007626,protein_coding,OG0005937
1619,elegans_III,III,gene,4161970,4164171,2202,-,WBGene00007628,protein_coding,OG0005949
